per_capita_land_use,Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
7432.3020696809,183340027454.88843,Canada,CAN,1981,41.53,21.88,33.33,0.68,0.14,97.56,24668000,2406610080,January,January-1981
7364.871908913141,183510513354.38873,Canada,CAN,1982,41.24,21.97,31.06,0.7,0.15,95.12,24917000,2370105040,January,January-1982
7344.581040549199,184870449371.6639,Canada,CAN,1983,41.01,22.08,31.78,0.75,0.04,95.66000000000001,25171000,2407857860.0000005,January,January-1983
7066.889948157721,179817014730.8732,Canada,CAN,1984,39.25,22.81,31.2,0.81,0.1,94.17,25445000,2396155650,January,January-1984
7112.865921500001,183120733149.01752,Canada,CAN,1985,39.54,24.34,31.79,0.71,0.07,96.44999999999997,25745000,2483105249.9999995,January,January-1985
7150.92934286382,186467633544.51697,Canada,CAN,1986,39.66,24.64,30.72,0.86,0.09,95.97,26076000,2502513720,January,January-1986
6798.342981396981,179700600027.2664,Canada,CAN,1987,37.49,25.84,30.48,0.84,0.15,94.80000000000001,26433000,2505848400.0000005,January,January-1987
6825.074253066121,182952940427.69043,Canada,CAN,1988,37.63,26.88,30.89,0.8,0.01,96.21000000000001,26806000,2579005260,January,January-1988
6695.319831982361,181972097713.4486,Canada,CAN,1989,36.99,26.82,29.28,0.76,0.02,93.87,27179000,2551292730,January,January-1989
6488.459939403399,178698675191.109,Canada,CAN,1990,35.76,27.79,27.6,0.79,0.02,91.96000000000001,27541000,2532670360,January,January-1990
6367.56290363162,177584961819.38226,Canada,CAN,1991,34.99,27.75,27.41,0.83,0.02,91,27889000,2537899000,January,January-1991
6241.06158834428,176147722269.42896,Canada,CAN,1992,34.08,27.91,29.91,0.8,0.01,92.71,28224000,2616647040,January,January-1992
5988.127190491141,170949055034.14108,Canada,CAN,1993,32.53,28.94,29.12,0.81,0.01,91.41000000000001,28548000,2609572680.0000005,January,January-1993
6114.17936031494,176461330518.04947,Canada,CAN,1994,33.19,30.96,29.99,0.78,0.02,94.94,28861000,2740063340,January,January-1994
6124.052760105981,178601874695.73083,Canada,CAN,1995,33.36,30.41,29.2,0.75,0.01,93.73,29164000,2733541720,January,January-1995
6068.25522104932,178758662301.67087,Canada,CAN,1996,33.17,30.78,27.17,0.72,0.01,91.85000000000001,29458000,2705717300.0000005,January,January-1996
6106.6890250981405,181625144984.4689,Canada,CAN,1997,33.39,31.89,26.84,0.71,0.01,92.84,29742000,2761247280,January,January-1997
6240.873353696062,187363499824.66318,Canada,CAN,1998,33.88,33.32,30.07,0.76,0.02,98.05000000000001,30022000,2943657100.0000005,January,January-1998
6394.91934185404,193785240816.20297,Canada,CAN,1999,34.62,34.81,31.82,0.78,0.02,102.05,30303000,3092421150,January,January-1999
6311.5723224707,193058374199.73376,Canada,CAN,2000,34.02,35.93,30.39,0.9,0.04,101.28000000000002,30588000,3097952640.0000005,January,January-2000
6127.0714131902805,189203965239.31586,Canada,CAN,2001,32.74,36.7,30.83,0.98,0.03,101.28,30880000,3127526400,January,January-2001
6121.24711874602,190848242668.2634,Canada,CAN,2002,32.74,36.68,30.29,0.98,0.06,100.75000000000001,31178000,3141183500.0000005,January,January-2002
6397.807601479682,201454165755.3922,Canada,CAN,2003,34.59,36.25,27.29,1.03,0.03,99.19,31488000,3123294720,January,January-2003
6188.75807306684,196895338094.6215,Canada,CAN,2004,33.16,36.61,28.86,1.06,0.02,99.71,31815000,3172273650,January,January-2004
6026.25439527922,193828446369.76083,Canada,CAN,2005,32.39,36.68,25.24,1.07,0.01,95.38999999999999,32164000,3068123959.9999995,January,January-2005
6021.05325363318,195907009713.4628,Canada,CAN,2006,32.27,36.78,25.31,1.14,0.02,95.52000000000001,32537000,3107934240.0000005,January,January-2006
6136.53858375448,202082352101.61877,Canada,CAN,2007,32.79,37.48,27.34,1.16,0.02,98.78999999999999,32931000,3253253489.9999995,January,January-2007
5865.378402337541,195539985177.12894,Canada,CAN,2008,31.27,37.58,26.38,1.09,0.03,96.35,33338000,3212116300,January,January-2008
5777.02733629132,194951564490.4869,Canada,CAN,2009,30.8,36.54,25.82,1.1,0.04,94.3,33746000,3182247800,January,January-2009
5583.618303565239,190669397830.14578,Canada,CAN,2010,29.79,36.72,24.45,1.02,0.05,92.02999999999999,34148000,3142640439.9999995,January,January-2010
5510.51482432346,190327671517.30798,Canada,CAN,2011,29.33,37.05,24.43,1.02,0.06,91.89,34539000,3173788710,January,January-2011
5677.4426569038,198267652464.3945,Canada,CAN,2012,30.51,36.72,24.28,0.9,0.06,92.47000000000001,34922000,3229237340.0000005,January,January-2012
5631.75347448896,198784002389.0368,Canada,CAN,2013,30.25,36.68,22.81,0.97,0.05,90.76,35297000,3203555720,January,January-2013
5340.529564453721,190464646386.6775,Canada,CAN,2014,28.44,37.05,22.86,0.98,0.02,89.35,35664000,3186578400,January,January-2014
5202.79012268982,187440919750.14615,Canada,CAN,2015,27.43,37.88,24.88,0.98,0.01,91.18,36027000,3284941860.0000005,January,January-2015
4138.392873792759,150567147927.20197,Canada,CAN,2016,21,38.57,23.26,0.98,0.02,83.83,36383000,3049986890,January,January-2016
3686.7343087935005,135421124630.60286,Canada,CAN,2017,18.13,39.02,24.46,0.99,0.01,82.61000000000001,36732000,3034430520.0000005,January,January-2017
71.37103086933999,47886608987.78101,China,CHN,1961,0.09,0.94,2.04,0.15,0.11,3.33,670953024,2234273569.92,January,January-1961
82.75029734008001,56444224080.55346,China,CHN,1962,0.12,0.96,2.63,0.15,0.11,3.9699999999999998,682102976,2707948814.72,January,January-1962
118.15489332092001,82039551418.79343,China,CHN,1963,0.16,0.98,4.79,0.18,0.11,6.22,694339008,4318788629.76,January,January-1963
140.04723510466002,99189151137.91734,China,CHN,1964,0.17,0.99,6.32,0.2,0.13,7.8100000000000005,708254976,5531471362.56,January,January-1964
155.6326546614,112712126771.28569,China,CHN,1965,0.19,1.01,7.11,0.22,0.13,8.660000000000002,724219008,6271736609.280002,January,January-1965
169.31159119595998,125699460914.27043,China,CHN,1966,0.2,1.01,7.54,0.26,0.14,9.15,742414976,6793097030.400001,January,January-1966
172.5641954157,131594175323.78636,China,CHN,1967,0.2,1.03,7.83,0.26,0.14,9.46,762580992,7214016184.320001,January,January-1967
168.84568069698,132387678443.25003,China,CHN,1968,0.2,1.02,7.49,0.26,0.14,9.110000000000001,784075008,7142923322.880001,January,January-1968
164.37319220711998,132482489064.27673,China,CHN,1969,0.2,1.04,7.06,0.26,0.14,8.7,805985984,7012078060.799999,January,January-1969
159.6624773402,132136829741.12633,China,CHN,1970,0.19,1.03,6.78,0.26,0.14,8.4,827601024,6951848601.6,January,January-1970
176.10624053134,149471932713.38016,China,CHN,1971,0.21,1.05,7.65,0.28,0.14,9.33,848760000,7918930800,January,January-1971
188.66103300406002,164038129961.14465,China,CHN,1972,0.22,1.08,8.3,0.3,0.15,10.050000000000002,869486016,8738334460.800003,January,January-1972
193.69486516174,172288675588.8314,China,CHN,1973,0.24,1.1,8.11,0.32,0.14,9.91,889484992,8814796270.72,January,January-1973
192.68956680022,175051534613.59506,China,CHN,1974,0.24,1.14,7.99,0.32,0.14,9.830000000000002,908464000,8930201120.000002,January,January-1974
198.77282722832,184111547035.3342,China,CHN,1975,0.25,1.14,8.06,0.34,0.14,9.930000000000001,926241024,9197573368.320002,January,January-1975
189.2630782443,178415463400.62332,China,CHN,1976,0.24,1.2,7.8,0.31,0.15,9.700000000000001,942684992,9144044422.400002,January,January-1976
189.99861286548,181997962796.3164,China,CHN,1977,0.24,1.24,7.67,0.32,0.15,9.620000000000001,957891008,9214911496.960001,January,January-1977
199.10299792206,193568928501.99237,China,CHN,1978,0.24,1.28,8.32,0.33,0.15,10.32,972204992,10033155517.44,January,January-1978
235.55264127278002,232285989705.9246,China,CHN,1979,0.27,1.3,10.22,0.39,0.13,12.310000000000002,986131968,12139284526.080002,January,January-1979
262.75200686876,262775398103.4195,China,CHN,1980,0.29,1.33,11.39,0.45,0.15,13.610000000000001,1000089024,13611211616.640001,January,January-1980
270.6664995512,274461789538.57092,China,CHN,1981,0.29,1.35,11.77,0.47,0.15,14.030000000000001,1014022016,14226728884.480001,January,January-1981
286.77109441624003,294786057439.91077,China,CHN,1982,0.29,1.39,12.38,0.52,0.16,14.74,1027948992,15151968142.08,January,January-1982
296.3169891788,308890008235.0379,China,CHN,1983,0.32,1.41,12.62,0.53,0.18,15.059999999999999,1042430976,15699010498.56,January,January-1983
319.4197732928,338001070566.2215,China,CHN,1984,0.36,1.43,13.63,0.56,0.19,16.17,1058172032,17110641757.440002,January,January-1984
343.34953152148,369302976512.8609,China,CHN,1985,0.39,1.49,15.36,0.56,0.2,17.999999999999996,1075588992,19360601855.999996,January,January-1985
368.1821032842,403164563536.55865,China,CHN,1986,0.5,1.71,15.67,0.57,0.23,18.68,1095014016,20454861818.88,January,January-1986
421.05555111032004,469937985211.1394,China,CHN,1987,0.67,1.98,16.44,0.65,0.26,20,1116094976,22321899520,January,January-1987
457.61785681618,520642833172.10297,China,CHN,1988,0.73,2.43,17.6,0.71,0.27,21.740000000000002,1137724032,24734120455.680004,January,January-1988
499.41935884504005,578505906258.3092,China,CHN,1989,0.8,2.47,18.17,0.84,0.25,22.53,1158356992,26097783029.760002,January,January-1989
534.22245227288,628717839425.5977,China,CHN,1990,0.87,2.73,18.98,0.91,0.22,23.71,1176883968,27903918881.280003,January,January-1990
585.87169095692,698884596588.3575,China,CHN,1991,1,3.32,19.87,1,0.23,25.42,1192897024,30323442350.08,January,January-1991
669.4754060459,807863363484.0702,China,CHN,1992,1.37,3.74,20.99,1.04,0.42,27.56,1206711040,33256956262.399998,January,January-1992
746.76935727606,910175205649.6001,China,CHN,1993,1.65,4.72,21.73,1.13,0.42,29.650000000000002,1218817024,36137924761.600006,January,January-1993
814.25769402994,1001553222754.4606,China,CHN,1994,1.85,5.25,23.22,1.21,0.49,32.02,1230019968,39385239375.36,January,January-1994
923.56998771344,1146077355780.5503,China,CHN,1995,2.21,6.43,23.65,1.41,0.63,34.33,1240920960,42600816556.799995,January,January-1995
977.5498492640802,1223536551851.9011,China,CHN,1996,2.5,6.4,23.59,1.45,0.63,34.57000000000001,1251635968,43269055413.76001,January,January-1996
1132.06742147452,1428664593857.3157,China,CHN,1997,3.07,7.35,24.39,1.7,0.57,37.080000000000005,1261996032,46794812866.560005,January,January-1997
1233.07080273378,1568443806615.5205,China,CHN,1998,3.37,8.11,25.96,1.86,0.61,39.91,1271981952,50764799704.31999,January,January-1998
1296.0898655264402,1660958614388.835,China,CHN,1999,3.56,8.91,26.34,1.98,0.62,41.41,1281515008,53067536481.28,January,January-1999
1385.0101891869401,1787426340065.8022,China,CHN,2000,3.86,9.54,27.92,2.08,0.61,44.01,1290551040,56797151270.399994,January,January-2000
1392.3222006606402,1808807518267.1023,China,CHN,2001,3.9,9.24,27.81,2.1,0.71,43.760000000000005,1299129984,56849928099.840004,January,January-2001
1428.2050901490002,1867166872421.6016,China,CHN,2002,3.99,9.27,28.35,2.18,0.81,44.6,1307352064,58307902054.4,January,January-2002
1499.26962284454,1971995236052.659,China,CHN,2003,4.13,9.64,29.65,2.35,0.86,46.63,1315303936,61332622535.68,January,January-2003
1542.29996315454,2040594033119.1223,China,CHN,2004,4.22,9.46,29.63,2.51,0.92,46.74,1323085056,61840995517.44,January,January-2004
1578.83370311512,2101074101142.084,China,CHN,2005,4.22,10.1,30.53,2.63,0.97,48.45,1330776064,64476100300.8,January,January-2005
1610.7116518059402,2155790906753.4705,China,CHN,2006,4.24,10.36,31.63,2.71,1.02,49.96,1338408960,66866911641.6,January,January-2006
1686.10855595772,2269491972690.0186,China,CHN,2007,4.49,11.1,31.93,2.85,1.07,51.44,1345993984,69237930536.95999,January,January-2007
1699.82988987548,2300837085004.781,China,CHN,2008,4.47,11.76,33.6,2.82,1.06,53.71,1353569024,72700192279.04001,January,January-2008
1754.3250981303004,2387932981600.725,China,CHN,2009,4.65,12.07,34.68,2.88,1.11,55.39,1361169024,75395152239.36,January,January-2009
1806.1555195683002,2472285557345.049,China,CHN,2010,4.79,12.22,35.71,2.97,1.16,56.849999999999994,1368811008,77816905804.79999,January,January-2010
1786.05665038308,2458503492869.728,China,CHN,2011,4.71,12.39,35.62,2.93,1.2,56.85,1376498048,78253914028.8,January,January-2011
1839.2927985959802,2545960039287.293,China,CHN,2012,4.8,13.07,37.56,3,1.19,59.620000000000005,1384205952,82526358858.24,January,January-2012
1925.88390243418,2680605079178.865,China,CHN,2013,5.12,13.2,38.43,3.13,1.18,61.06,1391883008,84988376468.48,January,January-2013
1898.4327279096601,2656769183679.3145,China,CHN,2014,5.02,12.58,39.02,3.06,1.15,60.830000000000005,1399453952,85128783900.16,January,January-2014
1936.78182271286,2724757633719.942,China,CHN,2015,5.24,12.27,38.92,3.09,1.17,60.69,1406848000,85381605120,January,January-2015
1981.8714093913998,2802463332143.413,China,CHN,2016,5.43,13.06,37.98,3.19,1.18,60.839999999999996,1414049024,86030742620.15999,January,January-2016
2012.7324479611602,2860136992055.5063,China,CHN,2017,5.58,12.88,37.63,3.25,1.25,60.59,1421021952,86099720071.68001,January,January-2017
5481.81025209584,253626914933.71823,France,FRA,1961,28.56,11.04,25.94,2.27,9.16,76.96999999999998,46267000,3561170989.9999995,January,January-1961
5507.27501537024,258329749145.97186,France,FRA,1962,28.68,11.13,26.9,2.24,9.28,78.23,46907000,3669534610,January,January-1962
5463.35832290878,259842785195.86447,France,FRA,1963,28.53,11.64,26.75,2.12,9.5,78.54,47561000,3735440940.0000005,January,January-1963
5453.93810678084,262792553737.128,France,FRA,1964,28.28,12.13,27.25,2.24,9.63,79.52999999999999,48184000,3832073519.9999995,January,January-1964
5457.481159794761,266035834096.5152,France,FRA,1965,28.02,12.48,28.5,2.4,9.8,81.2,48747000,3958256400,January,January-1965
5648.95283548024,278114894949.1986,France,FRA,1966,29.15,9.15,28.45,2.56,10.09,79.4,49233000,3909100200.0000005,January,January-1966
5731.6965453679595,284584465174.0646,France,FRA,1967,29.52,9.46,29.49,2.6,10.49,81.55999999999999,49651000,4049535559.9999995,January,January-1967
5826.953726510441,291493360168.6848,France,FRA,1968,29.98,9.49,30.57,2.64,10.71,83.38999999999999,50025000,4171584749.9999995,January,January-1968
5909.3201154996,297752912659.67834,France,FRA,1969,30.32,11.63,29.63,2.75,11.09,85.42,50387000,4304057540,January,January-1969
5882.7171488269005,298630253343.04877,France,FRA,1970,29.99,11.99,30.54,2.83,11.17,86.52,50764000,4392101280,January,January-1970
5891.7294680574205,301438554774.2218,France,FRA,1971,29.71,12.11,31.96,3.04,11.15,87.97000000000001,51163000,4500809110.000001,January,January-1971
5756.735714802481,296892131019.50836,France,FRA,1972,28.6,13.06,32.54,3.22,11.26,88.68,51573000,4573493640,January,January-1972
5739.891616884341,298359566245.648,France,FRA,1973,28.38,14.22,32.17,3.3,11.3,89.37,51980000,4645452600,January,January-1973
5842.44520622362,305892903662.25006,France,FRA,1974,29,14.33,32.44,3.29,11.11,90.17,52357000,4721030690,January,January-1974
5989.34318644224,315572503150.4552,France,FRA,1975,29.7,14.04,33.22,3.43,11.16,91.55,52689000,4823677950,January,January-1975
6144.3436084321,325459736595.0399,France,FRA,1976,30.5,14.81,33.56,3.51,11.23,93.61000000000001,52969000,4958428090.000001,January,January-1976
6238.916247302961,331966494602.7432,France,FRA,1977,30.96,14.93,34.31,3.57,11.05,94.82,53209000,5045277380,January,January-1977
6299.46371340024,336536249960.981,France,FRA,1978,31.24,15.62,35.85,3.54,10.75,97.00000000000001,53423000,5182031000.000001,January,January-1978
6583.12492366876,353099071530.8213,France,FRA,1979,32.76,15.86,36.77,3.66,11.09,100.14,53637000,5371209180,January,January-1979
6610.667313104982,356103426822.3392,France,FRA,1980,32.7,16.04,37.46,3.82,10.85,100.86999999999999,53868000,5433665159.999999,January,January-1980
6474.621105999001,350412968877.7719,France,FRA,1981,31.59,16.48,35.7,4.16,10.44,98.37,54121000,5323882770,January,January-1981
6395.04503071614,347832894265.6816,France,FRA,1982,30.98,18.03,35.31,4.26,9.08,97.66000000000001,54391000,5311825060.000001,January,January-1982
6411.84074913504,350567392958.9583,France,FRA,1983,31.27,16.4,35.4,4.14,9.64,96.85,54675000,5295273750,January,January-1983
6531.27023142664,358991268270.36523,France,FRA,1984,31.89,16.79,35.35,4.23,9.41,97.67,54965000,5368431550,January,January-1984
6456.11542102672,356732657588.83136,France,FRA,1985,31.6,17.57,35.21,4.06,9.33,97.77,55255000,5402281350,January,January-1985
6498.30801303996,360948518584.30457,France,FRA,1986,31.56,17.85,35.37,4.36,6.51,95.65,55545000,5312879250,January,January-1986
6526.231653073141,364411723044.2981,France,FRA,1987,31.44,19.28,35.91,4.52,7.08,98.22999999999999,55838000,5484966739.999999,January,January-1987
6302.624478828419,353741101498.7239,France,FRA,1988,29.99,19.46,36.76,4.54,6.95,97.70000000000002,56126000,5483510200.000001,January,January-1988
6310.867292084199,355958158742.71716,France,FRA,1989,29.99,20.58,36.33,4.57,6.79,98.26,56404000,5542257040,January,January-1989
6762.03364907194,383184160791.95966,France,FRA,1990,33.01,20.82,33.79,4.48,6.6,98.7,56667000,5593032900,January,January-1990
6991.0322931399,397887611931.7642,France,FRA,1991,34.46,21.62,33.89,4.4,6.56,100.93,56914000,5744330020,January,January-1991
6311.46459303278,360681267098.04425,France,FRA,1992,30.24,21.72,35.2,4.38,6.49,98.02999999999999,57147000,5602120409.999999,January,January-1992
5684.95504892606,326145871156.88806,France,FRA,1993,26.39,21.07,35.79,4.39,6.42,94.06,57370000,5396222200,January,January-1993
5597.946417576461,322368940348.97565,France,FRA,1994,25.85,23.12,35.72,4.33,6.07,95.09,57587000,5475947830,January,January-1994
5938.690675989061,343268198453.5197,France,FRA,1995,27.91,23.76,35.83,4.32,6.04,97.86,57802000,5656503720,January,January-1995
5910.58660187636,342884949948.0514,France,FRA,1996,27.67,25.62,35.43,4.33,6.17,99.22,58012000,5755950640,January,January-1996
5911.050447125021,344147268082.0658,France,FRA,1997,27.6,26.36,35.63,4.36,5.9,99.85000000000001,58221000,5813366850.000001,January,January-1997
5952.84448677776,347908043185.2394,France,FRA,1998,27.79,26.71,37.28,4.31,5.84,101.93,58444000,5957196920,January,January-1998
5673.85187984634,333077800754.4996,France,FRA,1999,26.23,25.33,37.18,4.24,5.83,98.81,58704000,5800542240,January,January-1999
5652.82614852954,333601535155.47076,France,FRA,2000,26.04,26.46,37.55,4.23,5.82,100.1,59015000,5907401500,January,January-2000
5749.42525350442,341423869254.10645,France,FRA,2001,27.49,27.56,37.37,3.44,5.7,101.55999999999999,59384000,6031039039.999999,January,January-2001
5810.31198041042,347474087364.4843,France,FRA,2002,28.07,25.69,35.83,3.43,5.04,98.06000000000002,59803000,5864282180.000001,January,January-2002
5521.52989467612,332683219214.02563,France,FRA,2003,26.29,24.48,37.55,3.4,4.51,96.23,60252000,5798049960,January,January-2003
5460.46920337884,331439559706.6888,France,FRA,2004,26.24,24.21,33.57,3.37,3.77,91.16000000000001,60698000,5533229680.000001,January,January-2004
5485.367322071061,335265650724.9832,France,FRA,2005,26.52,20.78,34.4,3.35,3.25,88.29999999999998,61120000,5396895999.999999,January,January-2005
5314.7118670626605,326902612231.15717,France,FRA,2006,25.77,20.08,30.89,3.32,3.3,83.35999999999999,61509000,5127390239.999999,January,January-2006
5450.12447145328,337193750924.343,France,FRA,2007,26.67,20.98,29.31,3.31,3.47,83.74000000000001,61869000,5180910060.000001,January,January-2007
