per_capita_water_use,Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
813442.3700000001,23962385335460.004,Canada,CAN,1996,33.17,30.78,27.17,0.72,0.01,91.85000000000001,29458000,2705717300.0000005,January,January-1996
819570.75,24375673246500,Canada,CAN,1997,33.39,31.89,26.84,0.71,0.01,92.84,29742000,2761247280,January,January-1997
853088.24,25611415141280,Canada,CAN,1998,33.88,33.32,30.07,0.76,0.02,98.05000000000001,30022000,2943657100.0000005,January,January-1998
881593.85,26714938436550,Canada,CAN,1999,34.62,34.81,31.82,0.78,0.02,102.05,30303000,3092421150,January,January-1999
869677.5700000001,26601697511160.004,Canada,CAN,2000,34.02,35.93,30.39,0.9,0.04,101.28000000000002,30588000,3097952640.0000005,January,January-2000
856612.38,26452190294400,Canada,CAN,2001,32.74,36.7,30.83,0.98,0.03,101.28,30880000,3127526400,January,January-2001
853292.36,26603949200080,Canada,CAN,2002,32.74,36.68,30.29,0.98,0.06,100.75000000000001,31178000,3141183500.0000005,January,January-2002
862424.5100000001,27156022970880.004,Canada,CAN,2003,34.59,36.25,27.29,1.03,0.03,99.19,31488000,3123294720,January,January-2003
851602.11,27093721129650,Canada,CAN,2004,33.16,36.61,28.86,1.06,0.02,99.71,31815000,3172273650,January,January-2004
818446.38,26324509366320,Canada,CAN,2005,32.39,36.68,25.24,1.07,0.01,95.38999999999999,32164000,3068123959.9999995,January,January-2005
818061.65,26617271906050,Canada,CAN,2006,32.27,36.78,25.31,1.14,0.02,95.52000000000001,32537000,3107934240.0000005,January,January-2006
841435.85,27709323976350,Canada,CAN,2007,32.79,37.48,27.34,1.16,0.02,98.78999999999999,32931000,3253253489.9999995,January,January-2007
812075.6599999999,27072978353079.996,Canada,CAN,2008,31.27,37.58,26.38,1.09,0.03,96.35,33338000,3212116300,January,January-2008
797066.96,26897821632160,Canada,CAN,2009,30.8,36.54,25.82,1.1,0.04,94.3,33746000,3182247800,January,January-2009
773371.71,26409097153080,Canada,CAN,2010,29.79,36.72,24.45,1.02,0.05,92.02999999999999,34148000,3142640439.9999995,January,January-2010
767588.2999999999,26511732293699.996,Canada,CAN,2011,29.33,37.05,24.43,1.02,0.06,91.89,34539000,3173788710,January,January-2011
782400.99,27323007372780,Canada,CAN,2012,30.51,36.72,24.28,0.9,0.06,92.47000000000001,34922000,3229237340.0000005,January,January-2012
770031.14,27179789148580,Canada,CAN,2013,30.25,36.68,22.81,0.97,0.05,90.76,35297000,3203555720,January,January-2013
744117.27,26538198317280,Canada,CAN,2014,28.44,37.05,22.86,0.98,0.02,89.35,35664000,3186578400,January,January-2014
744233.63,26812504988010,Canada,CAN,2015,27.43,37.88,24.88,0.98,0.01,91.18,36027000,3284941860.0000005,January,January-2015
638398.87,23226866087210,Canada,CAN,2016,21,38.57,23.26,0.98,0.02,83.83,36383000,3049986890,January,January-2016
603377.3,22163254983600,Canada,CAN,2017,18.13,39.02,24.46,0.99,0.01,82.61000000000001,36732000,3034430520.0000005,January,January-2017
18982.82,12736580483047.68,China,CHN,1961,0.09,0.94,2.04,0.15,0.11,3.33,670953024,2234273569.92,January,January-1961
23064.69,15732493689517.44,China,CHN,1962,0.12,0.96,2.63,0.15,0.11,3.9699999999999998,682102976,2707948814.72,January,January-1962
36964.76,25666074789358.082,China,CHN,1963,0.16,0.98,4.79,0.18,0.11,6.22,694339008,4318788629.76,January,January-1963
46499.060000000005,32933190624322.562,China,CHN,1964,0.17,0.99,6.32,0.2,0.13,7.8100000000000005,708254976,5531471362.56,January,January-1964
51799.64,37514283895557.12,China,CHN,1965,0.19,1.01,7.11,0.22,0.13,8.660000000000002,724219008,6271736609.280002,January,January-1965
54879.149999999994,40743102830150.4,China,CHN,1966,0.2,1.01,7.54,0.26,0.14,9.15,742414976,6793097030.400001,January,January-1966
56702.17,43239997047152.64,China,CHN,1967,0.2,1.03,7.83,0.26,0.14,9.46,762580992,7214016184.320001,January,January-1967
54623,42828529161984,China,CHN,1968,0.2,1.02,7.49,0.26,0.14,9.110000000000001,784075008,7142923322.880001,January,January-1968
52134.659999999996,42019805240605.44,China,CHN,1969,0.2,1.04,7.06,0.26,0.14,8.7,805985984,7012078060.799999,January,January-1969
50260.619999999995,41595740578874.875,China,CHN,1970,0.19,1.03,6.78,0.26,0.14,8.4,827601024,6951848601.6,January,January-1970
56040.240000000005,47564714102400.01,China,CHN,1971,0.21,1.05,7.65,0.28,0.14,9.33,848760000,7918930800,January,January-1971
60391.600000000006,52509651683865.6,China,CHN,1972,0.22,1.08,8.3,0.3,0.15,10.050000000000002,869486016,8738334460.800003,January,January-1972
59823.939999999995,53212496792308.48,China,CHN,1973,0.24,1.1,8.11,0.32,0.14,9.91,889484992,8814796270.72,January,January-1973
59278.380000000005,53852274208320.01,China,CHN,1974,0.24,1.14,7.99,0.32,0.14,9.830000000000002,908464000,8930201120.000002,January,January-1974
60026.950000000004,55599423635596.805,China,CHN,1975,0.25,1.14,8.06,0.34,0.14,9.930000000000001,926241024,9197573368.320002,January,January-1975
58312.53,54970346876549.76,China,CHN,1976,0.24,1.2,7.8,0.31,0.15,9.700000000000001,942684992,9144044422.400002,January,January-1976
57794.72,55361042597877.76,China,CHN,1977,0.24,1.24,7.67,0.32,0.15,9.620000000000001,957891008,9214911496.960001,January,January-1977
61947.55,60225717352169.6,China,CHN,1978,0.24,1.28,8.32,0.33,0.15,10.32,972204992,10033155517.44,January,January-1978
74399.48,73367705630576.64,China,CHN,1979,0.27,1.3,10.22,0.39,0.13,12.310000000000002,986131968,12139284526.080002,January,January-1979
82369.27,82376602841892.48,China,CHN,1980,0.29,1.33,11.39,0.45,0.15,13.610000000000001,1000089024,13611211616.640001,January,January-1980
84906.47,86097029880843.52,China,CHN,1981,0.29,1.35,11.77,0.47,0.15,14.030000000000001,1014022016,14226728884.480001,January,January-1981
89170.3,91662520001337.61,China,CHN,1982,0.29,1.39,12.38,0.52,0.16,14.74,1027948992,15151968142.08,January,January-1982
91244,95115571974144,China,CHN,1983,0.32,1.41,12.62,0.53,0.18,15.059999999999999,1042430976,15699010498.56,January,January-1983
98257.87,103973729957891.83,China,CHN,1984,0.36,1.43,13.63,0.56,0.19,16.17,1058172032,17110641757.440002,January,January-1984
109339.06,117603889331627.52,China,CHN,1985,0.39,1.49,15.36,0.56,0.2,17.999999999999996,1075588992,19360601855.999996,January,January-1985
113930.12000000001,124755078244561.94,China,CHN,1986,0.5,1.71,15.67,0.57,0.23,18.68,1095014016,20454861818.88,January,January-1986
123030.22,137313410438174.72,China,CHN,1987,0.67,1.98,16.44,0.65,0.26,20,1116094976,22321899520,January,January-1987
133373.23,151741928996463.38,China,CHN,1988,0.73,2.43,17.6,0.71,0.27,21.740000000000002,1137724032,24734120455.680004,January,January-1988
139177.63,161217380840488.97,China,CHN,1989,0.8,2.47,18.17,0.84,0.25,22.53,1158356992,26097783029.760002,January,January-1989
146844.87,172819373286044.16,China,CHN,1990,0.87,2.73,18.98,0.91,0.22,23.71,1176883968,27903918881.280003,January,January-1990
157518.56,187903421448765.44,China,CHN,1991,1,3.32,19.87,1,0.23,25.42,1192897024,30323442350.08,January,January-1991
172095.69,207669769059417.6,China,CHN,1992,1.37,3.74,20.99,1.04,0.42,27.56,1206711040,33256956262.399998,January,January-1992
185870.18,226541739637944.3,China,CHN,1993,1.65,4.72,21.73,1.13,0.42,29.650000000000002,1218817024,36137924761.600006,January,January-1993
200868.58999999997,247072376644005.1,China,CHN,1994,1.85,5.25,23.22,1.21,0.49,32.02,1230019968,39385239375.36,January,January-1994
215848.93,267851461430572.78,China,CHN,1995,2.21,6.43,23.65,1.41,0.63,34.33,1240920960,42600816556.799995,January,January-1995
220180.77000000002,275586171193935.38,China,CHN,1996,2.5,6.4,23.59,1.45,0.63,34.57000000000001,1251635968,43269055413.76001,January,January-1996
240057.22,302951259092951.06,China,CHN,1997,3.07,7.35,24.39,1.7,0.57,37.080000000000005,1261996032,46794812866.560005,January,January-1997
258771.96000000002,329153262803665.94,China,CHN,1998,3.37,8.11,25.96,1.86,0.61,39.91,1271981952,50764799704.31999,January,January-1998
268487.81,344071157980052.5,China,CHN,1999,3.56,8.91,26.34,1.98,0.62,41.41,1281515008,53067536481.28,January,January-1999
286174.4,369322669541376,China,CHN,2000,3.86,9.54,27.92,2.08,0.61,44.01,1290551040,56797151270.399994,January,January-2000
285010.08,370265140670238.75,China,CHN,2001,3.9,9.24,27.81,2.1,0.71,43.760000000000005,1299129984,56849928099.840004,January,January-2001
290461.74,379735755302031.4,China,CHN,2002,3.99,9.27,28.35,2.18,0.81,44.6,1307352064,58307902054.4,January,January-2002
303494.19999999995,399187115813171.1,China,CHN,2003,4.13,9.64,29.65,2.35,0.86,46.63,1315303936,61332622535.68,January,January-2003
305385.37,404050819368030.7,China,CHN,2004,4.22,9.46,29.63,2.51,0.92,46.74,1323085056,61840995517.44,January,January-2004
314594.13,418654338078904.3,China,CHN,2005,4.22,10.1,30.53,2.63,0.97,48.45,1330776064,64476100300.8,January,January-2005
323314.77,432727385068339.25,China,CHN,2006,4.24,10.36,31.63,2.71,1.02,49.96,1338408960,66866911641.6,January,January-2006
333392.24,448743949352284.1,China,CHN,2007,4.49,11.1,31.93,2.85,1.07,51.44,1345993984,69237930536.95999,January,January-2007
345675.51,467895662691402.25,China,CHN,2008,4.47,11.76,33.6,2.82,1.06,53.71,1353569024,72700192279.04001,January,January-2008
356783.78,485643029601630.75,China,CHN,2009,4.65,12.07,34.68,2.88,1.11,55.39,1361169024,75395152239.36,January,January-2009
366546.94,501733486420715.5,China,CHN,2010,4.79,12.22,35.71,2.97,1.16,56.849999999999994,1368811008,77816905804.79999,January,January-2010
365159.55,502641407783558.4,China,CHN,2011,4.71,12.39,35.62,2.93,1.2,56.85,1376498048,78253914028.8,January,January-2011
381718.03,528376369111714.6,China,CHN,2012,4.8,13.07,37.56,3,1.19,59.620000000000005,1384205952,82526358858.24,January,January-2012
393561.83,547792023774384.7,China,CHN,2013,5.12,13.2,38.43,3.13,1.18,61.06,1391883008,84988376468.48,January,January-2013
392258.33999999997,548947484117959.6,China,CHN,2014,5.02,12.58,39.02,3.06,1.15,60.830000000000005,1399453952,85128783900.16,January,January-2014
393972.98000000004,554260098967040.06,China,CHN,2015,5.24,12.27,38.92,3.09,1.17,60.69,1406848000,85381605120,January,January-2015
395566.16,559349942475427.8,China,CHN,2016,5.43,13.06,37.98,3.19,1.18,60.839999999999996,1414049024,86030742620.15999,January,January-2016
395529.89,562056656362145.3,China,CHN,2017,5.58,12.88,37.63,3.25,1.25,60.59,1421021952,86099720071.68001,January,January-2017
663221.13,30685252021710,France,FRA,1961,28.56,11.04,25.94,2.27,9.16,76.96999999999998,46267000,3561170989.9999995,January,January-1961
670945.77,31472053233390,France,FRA,1962,28.68,11.13,26.9,2.24,9.28,78.23,46907000,3669534610,January,January-1962
668889.51,31813053985110,France,FRA,1963,28.53,11.64,26.75,2.12,9.5,78.54,47561000,3735440940.0000005,January,January-1963
671200.5700000001,32341128264880.004,France,FRA,1964,28.28,12.13,27.25,2.24,9.63,79.52999999999999,48184000,3832073519.9999995,January,January-1964
677593.5,33030650344500,France,FRA,1965,28.02,12.48,28.5,2.4,9.8,81.2,48747000,3958256400,January,January-1965
681712.88,33562770221040,France,FRA,1966,29.15,9.15,28.45,2.56,10.09,79.4,49233000,3909100200.0000005,January,January-1966
695335.22,34524089008220,France,FRA,1967,29.52,9.46,29.49,2.6,10.49,81.55999999999999,49651000,4049535559.9999995,January,January-1967
709373.43,35486405835750,France,FRA,1968,29.98,9.49,30.57,2.64,10.71,83.38999999999999,50025000,4171584749.9999995,January,January-1968
719205.24,36238594427880,France,FRA,1969,30.32,11.63,29.63,2.75,11.09,85.42,50387000,4304057540,January,January-1969
721825.4099999999,36642745113239.99,France,FRA,1970,29.99,11.99,30.54,2.83,11.17,86.52,50764000,4392101280,January,January-1970
728371.4,37265665938200,France,FRA,1971,29.71,12.11,31.96,3.04,11.15,87.97000000000001,51163000,4500809110.000001,January,January-1971
720419.88,37154214471240,France,FRA,1972,28.6,13.06,32.54,3.22,11.26,88.68,51573000,4573493640,January,January-1972
720531.06,37453204498800,France,FRA,1973,28.38,14.22,32.17,3.3,11.3,89.37,51980000,4645452600,January,January-1973
732093.24,38330205766680,France,FRA,1974,29,14.33,32.44,3.29,11.11,90.17,52357000,4721030690,January,January-1974
747526.95,39386447468550,France,FRA,1975,29.7,14.04,33.22,3.43,11.16,91.55,52689000,4823677950,January,January-1975
765926.16,40570342769040,France,FRA,1976,30.5,14.81,33.56,3.51,11.23,93.61000000000001,52969000,4958428090.000001,January,January-1976
778552.8400000001,41426018063560.01,France,FRA,1977,30.96,14.93,34.31,3.57,11.05,94.82,53209000,5045277380,January,January-1977
794811.92,42461237202160,France,FRA,1978,31.24,15.62,35.85,3.54,10.75,97.00000000000001,53423000,5182031000.000001,January,January-1978
825841.24,44295646589880,France,FRA,1979,32.76,15.86,36.77,3.66,11.09,100.14,53637000,5371209180,January,January-1979
831228.64,44776624379520,France,FRA,1980,32.7,16.04,37.46,3.82,10.85,100.86999999999999,53868000,5433665159.999999,January,January-1980
808461.53,43754746465130,France,FRA,1981,31.59,16.48,35.7,4.16,10.44,98.37,54121000,5323882770,January,January-1981
804303.1100000001,43746850456010.01,France,FRA,1982,30.98,18.03,35.31,4.26,9.08,97.66000000000001,54391000,5311825060.000001,January,January-1982
801211.07,43806215252250,France,FRA,1983,31.27,16.4,35.4,4.14,9.64,96.85,54675000,5295273750,January,January-1983
812944.3900000001,44683488396350.01,France,FRA,1984,31.89,16.79,35.35,4.23,9.41,97.67,54965000,5368431550,January,January-1984
809519.51,44730000525050,France,FRA,1985,31.6,17.57,35.21,4.06,9.33,97.77,55255000,5402281350,January,January-1985
813700.8899999999,45197015935049.99,France,FRA,1986,31.56,17.85,35.37,4.36,6.51,95.65,55545000,5312879250,January,January-1986
822671.4400000001,45936327866720,France,FRA,1987,31.44,19.28,35.91,4.52,7.08,98.22999999999999,55838000,5484966739.999999,January,January-1987
806363.25,45257943769500,France,FRA,1988,29.99,19.46,36.76,4.54,6.95,97.70000000000002,56126000,5483510200.000001,January,January-1988
808895.3,45624930501200,France,FRA,1989,29.99,20.58,36.33,4.57,6.79,98.26,56404000,5542257040,January,January-1989
840488.41,47627956729470,France,FRA,1990,33.01,20.82,33.79,4.48,6.6,98.7,56667000,5593032900,January,January-1990
866197.9199999999,49298788418879.99,France,FRA,1991,34.46,21.62,33.89,4.4,6.56,100.93,56914000,5744330020,January,January-1991
809248.14,46246103456580,France,FRA,1992,30.24,21.72,35.2,4.38,6.49,98.02999999999999,57147000,5602120409.999999,January,January-1992
750709.6900000001,43068214915300,France,FRA,1993,26.39,21.07,35.79,4.39,6.42,94.06,57370000,5396222200,January,January-1993
750306.8999999999,43207923450299.99,France,FRA,1994,25.85,23.12,35.72,4.33,6.07,95.09,57587000,5475947830,January,January-1994
785400.8500000001,45397739931700.01,France,FRA,1995,27.91,23.76,35.83,4.32,6.04,97.86,57802000,5656503720,January,January-1995
787438.18,45680863698160,France,FRA,1996,27.67,25.62,35.43,4.33,6.17,99.22,58012000,5755950640,January,January-1996
791020.12,46053982406520,France,FRA,1997,27.6,26.36,35.63,4.36,5.9,99.85000000000001,58221000,5813366850.000001,January,January-1997
804904.77,47041854377880,France,FRA,1998,27.79,26.71,37.28,4.31,5.84,101.93,58444000,5957196920,January,January-1998
773676.66,45417914648640,France,FRA,1999,26.23,25.33,37.18,4.24,5.83,98.81,58704000,5800542240,January,January-1999
777762.99,45899682854850,France,FRA,2000,26.04,26.46,37.55,4.23,5.82,100.1,59015000,5907401500,January,January-2000
796871.6299999999,47321424875919.99,France,FRA,2001,27.49,27.56,37.37,3.44,5.7,101.55999999999999,59384000,6031039039.999999,January,January-2001
788415.4299999999,47149607960290,France,FRA,2002,28.07,25.69,35.83,3.43,5.04,98.06000000000002,59803000,5864282180.000001,January,January-2002
765779.95,46139773547400,France,FRA,2003,26.29,24.48,37.55,3.4,4.51,96.23,60252000,5798049960,January,January-2003
739746.32,44901122131360,France,FRA,2004,26.24,24.21,33.57,3.37,3.77,91.16000000000001,60698000,5533229680.000001,January,January-2004
734022.5499999999,44863458255999.99,France,FRA,2005,26.52,20.78,34.4,3.35,3.25,88.29999999999998,61120000,5396895999.999999,January,January-2005
698153.03,42942694722270,France,FRA,2006,25.77,20.08,30.89,3.32,3.3,83.35999999999999,61509000,5127390239.999999,January,January-2006
706370.3600000001,43702427802840.01,France,FRA,2007,26.67,20.98,29.31,3.31,3.47,83.74000000000001,61869000,5180910060.000001,January,January-2007
740274.6299999999,46051744457669.99,France,FRA,2008,25.83,24.18,34.75,3.36,2.9,91.02,62209000,5662263180,January,January-2008
742878.49,46461849400070,France,FRA,2009,26.1,23.66,34.88,3.35,2.43,90.42000000000002,62543000,5655138060.000001,January,January-2009
734835.2,46206437376000,France,FRA,2010,25.92,23.05,34.47,3.33,3.7,90.47,62880000,5688753600,January,January-2010
722635.63,45686469799860,France,FRA,2011,25.35,23.72,33.46,3.3,3.46,89.28999999999999,63222000,5645092379.999999,January,January-2011
721362.39,45852678957960,France,FRA,2012,25.12,24.01,33.63,3.3,3.4,89.46000000000001,63564000,5686435440.000001,January,January-2012
692849.44,44268922119360,France,FRA,2013,23.81,22.93,33.05,3.28,3.7,86.77,63894000,5544082380,January,January-2013
702383.21,45088787782740,France,FRA,2014,23.99,23.94,33.42,3.3,1.48,86.13,64194000,5529029220,January,January-2014
704285,45393281105000,France,FRA,2015,24,23.95,33.69,3.31,1.3,86.25,64453000,5559071250,January,January-2015
692543.02,44785372017360,France,FRA,2016,23.66,23.98,32.89,3.1,1.64,85.27,64668000,5514240360,January,January-2016
677073.31,43903464640330,France,FRA,2017,23.15,22.9,32.78,2.84,1.37,83.04,64843000,5384562720,January,January-2017
558322.56,41275670215680.01,Germany,DEU,1961,19.92,4.98,37.28,0.74,0.92,63.84000000000001,73928000,4719563520.000001,January,January-1961
580041.6,43206718742400,Germany,DEU,1962,21.49,5.44,36.46,0.79,1,65.18,74489000,4855193020.000001,January,January-1962
571314.55,42894867728550,Germany,DEU,1963,20.97,5,36.82,0.68,1.03,64.5,75081000,4842724500,January,January-1963
572448.79,43321207080830,Germany,DEU,1964,20.17,5.43,38.89,0.59,0.92,66.00000000000001,75677000,4994682000.000001,January,January-1964
578550.62,44119113179960,Germany,DEU,1965,19.99,5.72,40.28,0.51,0.92,67.42,76258000,5141314360,January,January-1965
585693.9700000001,44993010775400.01,Germany,DEU,1966,20.67,5.93,39.6,0.49,1.04,67.73,76820000,5203018600,January,January-1966
596246.3099999999,46123825802669.99,Germany,DEU,1967,20.83,6.28,40.8,0.42,1.13,69.46,77357000,5373217219.999999,January,January-1967
627978.4,48886234504800,Germany,DEU,1968,21.68,6.55,43.76,0.39,1.09,73.47,77847000,5719419090,January,January-1968
